srno,address,categories,city,country,latitude,longitude,name,postalCode,province,cleaned_name,is_tourist_province,rest_per_km2_province,rest_per_1000people_province,api_call_made,schools,university,hospital,park,offices,mall,all_lat_long
1165,801 Sr 29 N,,Tunkhannock,US,41.526016,-75.95031,Burger King,18657,PA,burgerking,0,0.004495914,0.0406806871,True,0,0,0,0,1,0,[[ 41.52834126 -75.94890101]]
1166,2045 N West St,,Lima,US,40.769485,-84.108635,Burger King,45801,OH,burgerking,0,0.007757798,0.0702343191,True,0,0,0,1,0,0,[[ 40.77263534 -84.11192568]]
1167,1104 Sunrise Hwy,Fast food restaurants,Amityville,US,40.689896,-73.408119,Burger King,11701,NY,burgerking,1,0.003998132,0.0249715884,True,0,0,0,0,0,0,
1168,500 Hopkins Corner Dr,,Waynesboro,US,33.10469,-82.02287,Burger King,30830,GA,burgerking,1,0.0042696312,0.060459291,True,0,0,0,1,0,0,[[ 33.10387306 -82.02113628]]
1169,164 Barrett Pkwy N E,,Marietta,US,34.014508625,-84.554985781,Burger King,30066,GA,burgerking,1,0.0042696312,0.060459291,True,3,0,0,2,3,3,"[[ 34.01625058 -84.5505626 ]
 [ 34.01698582 -84.55882322]
 [ 34.016234   -84.550412  ]
 [ 34.01467182 -84.55168996]
 [ 34.01490854 -84.5491622 ]
 [ 34.01599084 -84.55599868]
 [ 34.01273    -84.55492   ]
 [ 34.0174732  -84.556165  ]
 [ 34.0141     -84.56136   ]
 [ 34.0107459  -84.55758333]
 [ 34.01410757 -84.55878865]]"
1170,5615 Boydton Plank Rd,Fast Food Restaurant,Petersburg,US,37.19523,-77.468546,Burger King,23803,VA,burgerking,1,0.0048983662,0.0588187988,True,0,0,0,0,0,0,
1171,8651 John J Kingman Rd Bldg 2321,Fast Food Restaurant,Fort Belvoir,US,38.724358,-77.150234,Burger King,22060,VA,burgerking,1,0.0048983662,0.0588187988,True,0,0,0,0,0,0,
1172,8515 Euclid Ave,,Cleveland,US,41.50357,-81.62745,Burger King,44106,OH,burgerking,0,0.007757798,0.0702343191,True,0,1,1,3,4,0,"[[ 41.50606404 -81.62404667]
 [ 41.50181201 -81.62251711]
 [ 41.50356738 -81.621606  ]
 [ 41.5016031  -81.62383676]
 [ 41.50050939 -81.62586977]
 [ 41.504016   -81.624011  ]
 [ 41.503291   -81.623984  ]
 [ 41.50151913 -81.63046101]
 [ 41.50559364 -81.62176296]]"
1173,2296 Scott Rd,,Napoleon,US,41.406329584,-84.13135574,Burger King,43545,OH,burgerking,0,0.007757798,0.0702343191,True,0,0,0,0,0,0,
1174,720 E Main St,,Jackson,US,39.04259,-82.62883,Burger King,45640,OH,burgerking,0,0.007757798,0.0702343191,True,0,0,0,1,2,0,"[[ 39.04620472 -82.63152819]
 [ 39.0457942  -82.6303437 ]
 [ 39.0457942  -82.6303437 ]]"
1175,2300 W Cumberland St,Fast food restaurants,Dunn,US,35.32098,-78.63589,Burger King,28334,NC,burgerking,0,0.0044552097,0.0540274008,True,1,0,1,0,1,0,"[[ 35.31996855 -78.63488482]
 [ 35.31938    -78.63108   ]
 [ 35.32002044 -78.63459027]]"
1176,8549 Winton Rd,,Cincinnati,US,39.223404,-84.517544,Burger King,45231,OH,burgerking,0,0.007757798,0.0702343191,True,1,0,0,1,0,0,"[[ 39.224587 -84.516517]
 [ 39.221519 -84.513832]]"
1177,2433 Lewisville Clemmons Rd,Fast Food Restaurant,Clemmons,US,36.032338,-80.383008,Burger King,27012,NC,burgerking,0,0.0044552097,0.0540274008,True,1,0,0,0,3,0,"[[ 36.03194256 -80.38800009]
 [ 36.03248116 -80.38273799]
 [ 36.033777   -80.382082  ]
 [ 36.0314284  -80.38900029]]"
1178,676 Signal Mountain Rd,,Chattanooga,US,35.09854,-85.32828,Burger King,37405,TN,burgerking,0,0.004232289,0.0667650417,True,0,0,0,1,1,0,"[[ 35.09912598 -85.32529597]
 [ 35.09531444 -85.33086789]]"
1179,201 Mary Esther Cut Off,,Mary Esther,US,30.41396,-86.65395,Burger King,32569,FL,burgerking,1,0.0062928856,0.0410341642,True,1,0,1,0,3,13,"[[ 30.41373091 -86.65215223]
 [ 30.40978352 -86.6556896 ]
 [ 30.41562397 -86.65338802]
 [ 30.41575893 -86.65299354]
 [ 30.411847   -86.654536  ]
 [ 30.41670896 -86.65588147]
 [ 30.4158619  -86.6562993 ]
 [ 30.41623394 -86.65486801]
 [ 30.41582258 -86.65634391]
 [ 30.41653929 -86.65607334]
 [ 30.416833   -86.65643   ]
 [ 30.4175166  -86.65685951]
 [ 30.417688   -86.657262  ]
 [ 30.417869   -86.656935  ]
 [ 30.41759987 -86.65725895]
 [ 30.41810709 -86.6529122 ]
 [ 30.41658446 -86.65628488]
 [ 30.4176736  -86.6572288 ]]"
1180,4095 N Beltline,,Irving,US,32.86464736,-96.992217322,Burger King,75038,TX,burgerking,1,0.0016317192,0.0384644262,True,0,0,0,4,0,0,"[[ 32.86025171 -96.98885177]
 [ 32.86649886 -96.99443775]
 [ 32.867955   -96.995377  ]
 [ 32.86175058 -96.99486484]]"
1181,6085 Samuell Blvd,,Dallas,US,32.79219,-96.69907,Burger King,75228,TX,burgerking,1,0.0016317192,0.0384644262,True,0,0,0,3,2,0,"[[ 32.7918191  -96.70101   ]
 [ 32.79513    -96.69841   ]
 [ 32.79328    -96.695664  ]
 [ 32.79329    -96.697888  ]
 [ 32.79511642 -96.70341492]]"
1182,1480 Western Ave,,Albany,US,42.681,-73.839,Burger King,12203,NY,burgerking,1,0.003998132,0.0249715884,True,2,2,1,4,7,0,"[[ 42.67895285 -73.84465726]
 [ 42.67954543 -73.84456835]
 [ 42.68056886 -73.83795203]
 [ 42.68133888 -73.83603947]
 [ 42.68180443 -73.84168625]
 [ 42.68450531 -73.83771031]
 [ 42.68314872 -73.83956019]
 [ 42.68523524 -73.83901456]
 [ 42.68448784 -73.8378745 ]
 [ 42.68027118 -73.83752128]
 [ 42.681286   -73.83981   ]
 [ 42.68392556 -73.84023329]
 [ 42.68547    -73.839041  ]
 [ 42.68585205 -73.84160614]
 [ 42.682409   -73.83837   ]
 [ 42.68448784 -73.8378745 ]]"
1183,5120 Delhi Ave,,Cincinnati,US,39.094863,-84.613747,Burger King,45238,OH,burgerking,0,0.007757798,0.0702343191,True,1,0,0,1,0,0,"[[ 39.096081   -84.610868  ]
 [ 39.09791717 -84.60903312]]"
1184,8680 S US Highway 1,,Sebastian,US,27.7529,-80.4364,Burger King,32958,FL,burgerking,1,0.0062928856,0.0410341642,True,0,0,0,0,0,0,
1185,390 Chestnut Commons Dr,,Elyria,US,41.34579,-82.0674,Burger King,44035,OH,burgerking,0,0.007757798,0.0702343191,True,2,0,0,0,1,1,"[[ 41.34341431 -82.06884003]
 [ 41.343492   -82.069588  ]
 [ 41.3469636  -82.06471078]
 [ 41.34472671 -82.0669055 ]]"
1186,450 Leavesley Rd,,Gilroy,US,37.0214,-121.5681,Burger King,95020,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,2,1,0,"[[  37.0214479  -121.5705519 ]
 [  37.02170229 -121.57046128]
 [  37.02291489 -121.5633316 ]]"
1187,4701 Edgmont Ave,Fast Food Restaurant,Brookhaven,US,39.875819,-75.393101,Burger King,19015,PA,burgerking,0,0.004495914,0.0406806871,True,0,0,0,1,0,0,[[ 39.87777472 -75.3929472 ]]
1188,60 N 4th St,,Sunbury,US,40.862198,-76.790584,Burger King,17801,PA,burgerking,0,0.004495914,0.0406806871,True,3,0,0,6,6,0,"[[ 40.8628845  -76.79634333]
 [ 40.8601     -76.7903    ]
 [ 40.865355   -76.789309  ]
 [ 40.86211223 -76.79387692]
 [ 40.862623   -76.795564  ]
 [ 40.86640391 -76.79312763]
 [ 40.86642346 -76.79259806]
 [ 40.86210896 -76.79384875]
 [ 40.8625163  -76.79401213]
 [ 40.86454972 -76.79184313]
 [ 40.86241322 -76.79122905]
 [ 40.86282024 -76.78979805]
 [ 40.860375   -76.793237  ]
 [ 40.862168   -76.794294  ]
 [ 40.8660392  -76.79162341]]"
1189,758 W Dixie Dr,Fast Food Restaurant,Asheboro,US,35.6876,-79.82614,Burger King,27205,NC,burgerking,0,0.0044552097,0.0540274008,True,2,0,0,0,0,0,"[[ 35.68938229 -79.82069271]
 [ 35.689739   -79.823357  ]]"
1190,6031 Muhlhauser Rd,,West Chester,US,39.32317,-84.42818,Burger King,45069,OH,burgerking,0,0.007757798,0.0702343191,True,1,1,0,1,6,0,"[[ 39.3291662  -84.42844976]
 [ 39.32034633 -84.42738099]
 [ 39.32474409 -84.42914207]
 [ 39.325018   -84.430015  ]
 [ 39.3281154  -84.429417  ]
 [ 39.32578278 -84.42444611]
 [ 39.32636817 -84.4303882 ]
 [ 39.32576    -84.426431  ]
 [ 39.32864    -84.42817   ]]"
1191,3700 Buddy Owens Ave,Fast Food Restaurants,McAllen,US,26.250076,-98.254918,Burger King,78504,TX,burgerking,1,0.0016317192,0.0384644262,True,0,0,0,1,0,0,[[ 26.24870623 -98.2499137 ]]
1192,1555 W Galbraith Rd,,Cincinnati,US,39.217111,-84.545924,Burger King,45231,OH,burgerking,0,0.007757798,0.0702343191,True,3,0,0,3,2,0,"[[ 39.22047846 -84.54984766]
 [ 39.22118028 -84.54740651]
 [ 39.22128065 -84.54733952]
 [ 39.2202445  -84.54141837]
 [ 39.218998   -84.55189   ]
 [ 39.22118028 -84.54740651]
 [ 39.2176635  -84.54200186]
 [ 39.21634566 -84.55049112]]"
1193,736 S Sterling St,Fast Food Restaurants,Morganton,US,35.740121,-81.680584,Burger King,28655,NC,burgerking,0,0.0044552097,0.0540274008,True,0,0,0,0,2,0,"[[ 35.73896977 -81.682707  ]
 [ 35.74328599 -81.68430027]]"
1194,5 Old Shore Rd,,Port Washington,US,40.838347,-73.703483,Burger King,11050,NY,burgerking,1,0.003998132,0.0249715884,True,3,0,0,5,2,0,"[[ 40.83747    -73.70168   ]
 [ 40.838399   -73.699436  ]
 [ 40.84175234 -73.70139599]
 [ 40.835713   -73.701412  ]
 [ 40.83561526 -73.6984983 ]
 [ 40.83699417 -73.69857788]
 [ 40.83559492 -73.69849587]
 [ 40.83561028 -73.69850713]
 [ 40.84208037 -73.70626353]
 [ 40.84119379 -73.70293574]]"
1195,2120 N Roosevelt Blvd,,Key West,US,24.560301,-81.780278,Burger King,33040,FL,burgerking,1,0.0062928856,0.0410341642,True,2,0,1,0,2,0,"[[ 24.55529299 -81.77758866]
 [ 24.56041701 -81.77679829]
 [ 24.55749138 -81.77686772]
 [ 24.559578   -81.784077  ]
 [ 24.560871   -81.784185  ]]"
1196,4534 E US Highway 83,,Rio Grande City,US,26.3651,-98.7916,Burger King,78582,TX,burgerking,1,0.0016317192,0.0384644262,True,0,0,0,0,0,0,
1197,12401 Jefferson Ave,Fast Food Restaurants,Newport News,US,37.118597,-76.506158,Burger King,23602,VA,burgerking,1,0.0048983662,0.0588187988,True,0,0,0,0,1,0,[[ 37.11928094 -76.50921822]]
1198,4350 W Century Blvd,Fast Food Restaurant and Burger Joint,Inglewood,US,33.945176,-118.351951,Burger King,90304,CA,burgerking,1,0.003313786,0.0337992891,True,1,0,1,2,7,0,"[[  33.94251697 -118.35721792]
 [  33.94885585 -118.34848166]
 [  33.945073   -118.350511  ]
 [  33.94885585 -118.34848166]
 [  33.94509874 -118.35258391]
 [  33.949262   -118.348802  ]
 [  33.94238847 -118.35709808]
 [  33.94930326 -118.34792973]
 [  33.94933941 -118.34778998]
 [  33.950564   -118.349565  ]
 [  33.94251697 -118.35721792]]"
1199,723 E St,,Marysville,US,39.1433,-121.5907,Burger King,95901,CA,burgerking,1,0.003313786,0.0337992891,True,3,0,1,2,7,0,"[[  39.1446128  -121.5893236 ]
 [  39.14185245 -121.59245117]
 [  39.14742108 -121.59145544]
 [  39.13801226 -121.5940019 ]
 [  39.140305   -121.59447   ]
 [  39.13969075 -121.5898429 ]
 [  39.13968179 -121.58738565]
 [  39.14029    -121.58932   ]
 [  39.140076   -121.587122  ]
 [  39.14181236 -121.5848182 ]
 [  39.14412127 -121.58593279]
 [  39.1419441  -121.588878  ]
 [  39.14025    -121.58714   ]]"
1200,3750 El Camino Real,,Santa Clara,US,37.351873,-121.999699,Burger King,95051,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,3,3,0,"[[  37.353      -122.00193875]
 [  37.35277786 -121.99735255]
 [  37.357115   -121.998409  ]
 [  37.3500188  -121.9938962 ]
 [  37.35394473 -121.99755157]
 [  37.35277789 -121.99537302]]"
1201,1316 N State St,,Belvidere,US,42.268871,-88.85403,Burger King,61008,IL,burgerking,0,0.0039709861,0.0448156671,True,0,0,0,1,0,0,[[ 42.2715754  -88.85381557]]
1202,802 Bear Mountain Blvd,,Arvin,US,35.209297,-118.834872,Burger King,93203,CA,burgerking,1,0.003313786,0.0337992891,True,1,0,0,0,3,0,"[[  35.208793   -118.831941  ]
 [  35.20999795 -118.83101266]
 [  35.21160084 -118.8336127 ]
 [  35.208793   -118.831941  ]]"
1203,5560 Highway 11 E,Fast food restaurants,Piney Flats,US,36.43654,-82.305923,Burger King,37686,TN,burgerking,0,0.004232289,0.0667650417,True,1,0,1,0,1,0,"[[ 36.43973166 -82.3078772 ]
 [ 36.43912517 -82.30306902]
 [ 36.43231293 -82.30769885]]"
1204,8181 Sw Sam Houston Pkwy,,Houston,US,29.689921743,-95.556367206,Burger King,77072,TX,burgerking,1,0.0016317192,0.0384644262,True,0,0,0,0,3,0,"[[ 29.68951465 -95.55378346]
 [ 29.6916204  -95.5540049 ]
 [ 29.688005   -95.558632  ]]"
1205,723 Main St,Fast Food Restaurant and Burger Joint,Lebanon,US,39.43182,-84.1928,Burger King,45036,OH,burgerking,0,0.007757798,0.0702343191,True,2,0,1,1,3,0,"[[ 39.43310254 -84.19414798]
 [ 39.4336493  -84.191514  ]
 [ 39.43350636 -84.18652509]
 [ 39.43158153 -84.19710033]
 [ 39.43381123 -84.19411   ]
 [ 39.43201732 -84.19487781]
 [ 39.43417332 -84.19211346]]"
1206,17067 Pines Blvd,,Hollywood,US,26.007747,-80.374868,Burger King,33027,FL,burgerking,1,0.0062928856,0.0410341642,True,2,1,1,1,0,0,"[[ 26.01174742 -80.375937  ]
 [ 26.00355023 -80.37627951]
 [ 26.008068   -80.372233  ]
 [ 26.00912358 -80.37639912]
 [ 26.002938   -80.37465   ]]"
1207,2170 Monterey Hwy,,San Jose,US,37.304643,-121.861345,Burger King,95112,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,0,3,0,"[[  37.3038661  -121.861927  ]
 [  37.30426399 -121.86337004]
 [  37.304363   -121.862421  ]]"
1208,7331 Kenwood Rd,,Cincinnati,US,39.19685,-84.38105,Burger King,45236,OH,burgerking,0,0.007757798,0.0702343191,True,0,0,1,2,7,6,"[[ 39.1958566  -84.3871107 ]
 [ 39.196871   -84.385106  ]
 [ 39.20017    -84.37874   ]
 [ 39.1996189  -84.3776849 ]
 [ 39.198686   -84.38505   ]
 [ 39.19913152 -84.37681645]
 [ 39.20062683 -84.38072583]
 [ 39.19798933 -84.37923974]
 [ 39.1976539  -84.384054  ]
 [ 39.197071   -84.384867  ]
 [ 39.200625   -84.379296  ]
 [ 39.2001029  -84.3793178 ]
 [ 39.2009687  -84.37932751]
 [ 39.1995333  -84.3778894 ]
 [ 39.20123428 -84.37878226]
 [ 39.20165659 -84.37799445]]"
1209,10558 Loveland Madeira Rd,,Loveland,US,39.2521,-84.2963,Burger King,45140,OH,burgerking,0,0.007757798,0.0702343191,True,0,0,1,1,1,0,"[[ 39.25162662 -84.2952465 ]
 [ 39.25237    -84.29561   ]
 [ 39.25206625 -84.29958915]]"
1210,10170 Colerain Ave,,Cincinnati,US,39.259785,-84.60207,Burger King,45251,OH,burgerking,0,0.007757798,0.0702343191,True,0,0,1,1,2,0,"[[ 39.25919559 -84.60049197]
 [ 39.260104   -84.602938  ]
 [ 39.25842047 -84.60648537]
 [ 39.25954311 -84.59970345]]"
1211,"Cc Campanar Valencia 3, Manuel De Falla,13",,Anderson,US,39.476561517,-0.405507355,Burger King,46015,IN,burgerking,0,0.005410124,0.0750163108,True,1,0,2,0,0,0,"[[39.47842915 -0.40761481]
 [39.47799597 -0.40185989]
 [39.47821353 -0.40104893]]"
1212,2553 Military Rd,,Niagara Falls,US,43.106999,-78.983287,Burger King,14304,NY,burgerking,1,0.003998132,0.0249715884,True,3,0,0,1,1,0,"[[ 43.106145   -78.983668  ]
 [ 43.10723469 -78.9878853 ]
 [ 43.10305307 -78.98091486]
 [ 43.102734   -78.97733   ]
 [ 43.10520554 -78.9870224 ]]"
1213,5950 Telegraph Rd,Fast Food Restaurant and Burger Joint,Ventura,US,34.277721,-119.214022,Burger King,93003,CA,burgerking,1,0.003313786,0.0337992891,True,5,0,0,0,2,0,"[[  34.27732426 -119.21806379]
 [  34.28087    -119.212162  ]
 [  34.27553488 -119.20950294]
 [  34.27628398 -119.20989455]
 [  34.27641317 -119.20968453]
 [  34.27726878 -119.21807691]
 [  34.27467597 -119.2142822 ]]"
1214,197 W Ocean View Ave,,Norfolk,US,36.9553,-76.2531,Burger King,23503,VA,burgerking,1,0.0048983662,0.0588187988,True,0,0,0,2,3,0,"[[ 36.95529591 -76.25237853]
 [ 36.957545   -76.257087  ]
 [ 36.95527982 -76.25486331]
 [ 36.955051   -76.25466   ]
 [ 36.951837   -76.252942  ]]"
1215,2500 S I H 35,Fast Food Restaurant,Round Rock,US,30.486518,-97.677149,Burger King,78681,TX,burgerking,1,0.0016317192,0.0384644262,True,3,0,0,0,3,0,"[[ 30.48208511 -97.67774339]
 [ 30.4821     -97.677536  ]
 [ 30.48170662 -97.67934418]
 [ 30.49029804 -97.67957113]
 [ 30.49073564 -97.67999   ]
 [ 30.49019559 -97.67996334]]"
1216,819 S 3rd St,,Wilmington,US,34.22471,-77.94414,Burger King,28401,NC,burgerking,0,0.0044552097,0.0540274008,True,0,1,0,1,1,1,"[[ 34.22451    -77.94869   ]
 [ 34.2276069  -77.94957902]
 [ 34.22259027 -77.94314861]
 [ 34.22817154 -77.94139044]]"
1217,4010 Halifax Rd,,South Boston,US,36.73692,-78.919045,Burger King,24592,VA,burgerking,1,0.0048983662,0.0588187988,True,0,0,0,0,0,0,
1218,819 Memorial Blvd,Fast Food Restaurant,Murfreesboro,US,35.853972,-86.396624,Burger King,37129,TN,burgerking,0,0.004232289,0.0667650417,True,0,0,0,1,6,0,"[[ 35.852266   -86.399184  ]
 [ 35.8535859  -86.3982324 ]
 [ 35.8536733  -86.3982309 ]
 [ 35.85143192 -86.39644267]
 [ 35.85295458 -86.39234955]
 [ 35.85281836 -86.40165653]
 [ 35.85288466 -86.39247724]]"
1219,172 W Old Cross Rd,Fast Food Restaurants,New Market,US,38.648463,-78.673912,Burger King,22844,VA,burgerking,1,0.0048983662,0.0588187988,True,1,0,0,0,1,0,"[[ 38.6482338  -78.67152156]
 [ 38.64561533 -78.67199239]]"
1220,830 J Clyde Morris Blvd,Fast Food Restaurant,Newport News,US,37.084224,-76.458964,Burger King,23601,VA,burgerking,1,0.0048983662,0.0588187988,True,2,1,1,1,4,0,"[[ 37.08643028 -76.45387125]
 [ 37.08144159 -76.460932  ]
 [ 37.08507044 -76.45784855]
 [ 37.08757627 -76.46490588]
 [ 37.08203709 -76.46199055]
 [ 37.08271151 -76.46438191]
 [ 37.08602047 -76.46454871]
 [ 37.08475128 -76.46353348]
 [ 37.07980274 -76.46140082]]"
1221,2424 Memorial Ave,Fast Food Restaurants,Lynchburg,US,37.40225,-79.16747,Burger King,24501,VA,burgerking,1,0.0048983662,0.0588187988,True,2,0,0,4,0,0,"[[ 37.40668184 -79.16682657]
 [ 37.39740403 -79.16712442]
 [ 37.40346155 -79.16289735]
 [ 37.40238603 -79.16270657]
 [ 37.4029254  -79.1674009 ]
 [ 37.40661568 -79.16394983]]"
1222,471 68th St SW,Fast Food Restaurants,Grand Rapids,US,42.8409,-85.674971,Burger King,49548,MI,burgerking,0,0.003462287,0.0507207194,True,0,0,0,0,0,0,
1223,2606 E Palmdale Blvd,Fast Food,Palmdale,US,34.580116,-118.082779,Burger King,93550,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,1,0,3,1,"[[  34.58118945 -118.08455704]
 [  34.57939628 -118.08842405]
 [  34.5804     -118.0881    ]
 [  34.5791475  -118.08780438]
 [  34.57998088 -118.08375066]]"
1224,6021 Central Ave,Fast Food Restaurant,El Cerrito,US,37.902279,-122.30414,Burger King,94530,CA,burgerking,1,0.003313786,0.0337992891,True,1,0,1,3,4,3,"[[  37.89836887 -122.30192368]
 [  37.90607747 -122.30535467]
 [  37.90292581 -122.30702843]
 [  37.89841212 -122.30531211]
 [  37.902392   -122.306479  ]
 [  37.90080688 -122.30157796]
 [  37.898565   -122.301889  ]
 [  37.90246765 -122.30341833]
 [  37.901492   -122.301244  ]
 [  37.89898821 -122.30792534]
 [  37.89920633 -122.30881648]
 [  37.89896872 -122.30727196]]"
1225,6921 Regional St,Fast Food,Dublin,US,37.702126,-121.933288,Burger King,94568,CA,burgerking,1,0.003313786,0.0337992891,True,4,1,1,4,5,0,"[[  37.700727   -121.93196   ]
 [  37.70142383 -121.9358933 ]
 [  37.700167   -121.938702  ]
 [  37.702521   -121.939171  ]
 [  37.69885623 -121.92973098]
 [  37.70572527 -121.92900552]
 [  37.70063353 -121.93818225]
 [  37.70175492 -121.92975428]
 [  37.70065174 -121.93721524]
 [  37.6969344  -121.9379311 ]
 [  37.702958   -121.929425  ]
 [  37.70521396 -121.92931652]
 [  37.70065174 -121.93721524]
 [  37.70622704 -121.92917539]
 [  37.70099857 -121.93689778]]"
1226,898 John Daly Blvd,Fast Food,Daly City,US,37.700032,-122.489711,Burger King,94015,CA,burgerking,1,0.003313786,0.0337992891,True,4,0,1,4,0,0,"[[  37.70294555 -122.49187993]
 [  37.69880611 -122.48827869]
 [  37.69847527 -122.48815933]
 [  37.70286266 -122.4918294 ]
 [  37.70305777 -122.49150861]
 [  37.70414902 -122.48429592]
 [  37.69819529 -122.49573099]
 [  37.699097   -122.488434  ]
 [  37.69966239 -122.48362184]]"
1227,1011 Bridge St,Fast Food Restaurants,Colusa,US,39.205201,-122.004018,Burger King,95932,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,2,2,3,0,"[[  39.204068   -122.004602  ]
 [  39.20639446 -122.00048407]
 [  39.20274166 -122.00869   ]
 [  39.20280322 -122.00887018]
 [  39.20798284 -122.0009449 ]
 [  39.203451   -122.00306   ]
 [  39.20693316 -122.00115589]]"
1228,156 E Polk St,Fast Food Restaurant,Coalinga,US,36.136523,-120.360664,Burger King,93210,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,2,3,0,"[[  36.13693    -120.355831  ]
 [  36.14062523 -120.36122545]
 [  36.13937089 -120.3628242 ]
 [  36.13808267 -120.35704851]
 [  36.14011419 -120.36071317]]"
1229,1915 Arden Way,Fast Food Restaurants,Sacramento,US,38.597312,-121.422214,Burger King,95815,CA,burgerking,1,0.003313786,0.0337992891,True,1,0,0,3,5,4,"[[  38.60096673 -121.42218713]
 [  38.59889542 -121.42595172]
 [  38.60096892 -121.42219743]
 [  38.60056118 -121.42470029]
 [  38.59855932 -121.42268792]
 [  38.60094131 -121.42652035]
 [  38.59513068 -121.41726648]
 [  38.593429   -121.417925  ]
 [  38.59698868 -121.42565918]
 [  38.6000962  -121.42610524]
 [  38.59915952 -121.42391851]
 [  38.600876   -121.426798  ]
 [  38.60094131 -121.42652035]]"
1230,2714 El Centro Rd,Fast Food Restaurants,Sacramento,US,38.61533,-121.538765,Burger King,95833,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,0,1,0,[[  38.6189998  -121.53671318]]
1231,5121 Foothills Blvd,Fast Food Restaurants,Roseville,US,38.761991,-121.310444,Burger King,95747,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,1,0,0,[[  38.75812451 -121.31429387]]
1232,27400 Hawthorne Blvd,Fast Food,Palos Verdes Peninsula,US,33.776283,-118.376316,Burger King,90274,CA,burgerking,1,0.003313786,0.0337992891,True,3,0,0,0,2,1,"[[  33.77856107 -118.37369272]
 [  33.77707102 -118.37450301]
 [  33.77988617 -118.37325333]
 [  33.78025989 -118.374406  ]
 [  33.77261935 -118.37313652]
 [  33.77251371 -118.37361584]]"
1233,1361 W Foothill Blvd,Fast Food Restaurant,Rialto,US,34.106434,-117.397575,Burger King,92376,CA,burgerking,1,0.003313786,0.0337992891,True,0,0,0,0,0,0,
1234,2102 Middlefield Rd,Fast Food Restaurant and Burger Joint,Redwood City,US,37.480769,-122.218487,Burger King,94063,CA,burgerking,1,0.003313786,0.0337992891,True,2,0,0,5,2,0,"[[  37.48229418 -122.21533809]
 [  37.48213012 -122.21573706]
 [  37.48115224 -122.21880131]
 [  37.48118276 -122.2193665 ]
 [  37.482664   -122.217314  ]
 [  37.482782   -122.217192  ]
 [  37.48330144 -122.21531592]
 [  37.48642823 -122.21741049]
 [  37.47571857 -122.21814746]]"
1235,5001 Bechelli Ln,Fast Food Restaurant,Redding,US,40.538406,-122.354551,Burger King,96002,CA,burgerking,1,0.003313786,0.0337992891,True,2,0,0,0,0,0,"[[  40.535707   -122.349047  ]
 [  40.53592821 -122.35041305]]"
1236,2204 Plainfield Ave NE,Fast Food Restaurants,Grand Rapids,US,43.002768,-85.653445,Burger King,49505,MI,burgerking,0,0.003462287,0.0507207194,True,1,0,0,1,2,0,"[[ 43.00081103 -85.6591993 ]
 [ 43.00369738 -85.65273677]
 [ 43.00189952 -85.65624237]
 [ 43.00723028 -85.65028646]]"
1237,261 S State St,Fast Food Restaurant,Zeeland,US,42.807251,-86.018861,Burger King,49464,MI,burgerking,0,0.003462287,0.0507207194,True,1,1,0,4,1,0,"[[ 42.80274993 -86.01885128]
 [ 42.80415726 -86.01927948]
 [ 42.81092453 -86.01434326]
 [ 42.80889428 -86.02230879]
 [ 42.81135405 -86.01305961]
 [ 42.81130219 -86.01409149]
 [ 42.80943    -86.023477  ]]"
1238,6411 Blue Star Hwy,Fast Food Restaurant and Burger Joint,Saugatuck,US,42.671803,-86.189356,Burger King,49453,MI,burgerking,0,0.003462287,0.0507207194,True,0,0,0,0,1,0,[[ 42.66978335 -86.18970215]]
1239,6030 Burke Commons Rd,Fast Food Restaurant,Burke,US,38.78962,-77.299052,Burger King,22015,VA,burgerking,1,0.0048983662,0.0588187988,True,1,0,1,1,0,0,"[[ 38.7859108  -77.29754904]
 [ 38.785282   -77.300647  ]
 [ 38.78661842 -77.29931653]]"
1240,916 Great Bridge Blvd,Fast food restaurants,Chesapeake,US,36.752962,-76.271656,Burger King,23320,VA,burgerking,1,0.0048983662,0.0588187988,True,1,0,0,0,1,0,"[[ 36.756025   -76.270243  ]
 [ 36.75351715 -76.26741028]]"
1241,1181 5th St SW,Fast Food Restaurant,Charlottesville,US,38.012708,-78.502175,Burger King,22902,VA,burgerking,1,0.0048983662,0.0588187988,True,1,0,1,2,1,0,"[[ 38.01471586 -78.50415306]
 [ 38.010663   -78.505016  ]
 [ 38.0096499  -78.50646118]
 [ 38.0126524  -78.50087943]
 [ 38.0126524  -78.50087943]]"
1241,1181 5th St SW,Fast Food Restaurant,Charlottesville,US,38.012708,-78.502175,Burger King,22902,VA,burgerking,1,0.0048983662,0.0588187988,True,1,0,1,2,1,0,"[[ 38.01471586 -78.50415306]
 [ 38.010663   -78.505016  ]
 [ 38.0096499  -78.50646118]
 [ 38.0126524  -78.50087943]
 [ 38.0126524  -78.50087943]]"
1242,1901 S Military Hwy,Fast Food Restaurant,Chesapeake,US,36.787332,-76.251413,Burger King,23320,VA,burgerking,1,0.0048983662,0.0588187988,True,0,0,0,0,0,0,
